Parcul_Național_din_Munții_Stâncoși Stâncoși
antecesor precursor
cedru_japonez cedru
Monilia_albicans Monilia
gamă vârf
japonez japonica
magnat mogul
Martin St.
o persoană
magnum magnum_opus
North de
ascuns ascundere
acid acid_glicolic
familia familia_Leporidae
derivată ordinul
a date
de verde_de_Paris
[se] feri [se] păzi
forță unitate_de_măsură_pentru_forță
elev_ofițer ofițer
mărturie înregistrare
Obiect OZN
protejare prezervare
Golgi dictiozom
fura înșela
parc_tematic parc
fărâmă strop
de departament_de_biologie
alb liberă
secțiune_transversală transversală
B_complex vitamina
casă om
floare-galbenă zburătoare
bocet văitat
considerație condiție
ca servi_ca_mâncare
Republica Republica_Zimbabwe
fi_divizibil fi
neglijarea neglijarea_copilului
cerebral mintal
luminos semnal
St. St._Paul
deconecta relaxa
fragedă pruncie
maltoză zahăr
toropeală zăduf
fi fi_întins
flori grădină
reincarna reîncarna
științe_naturale științele
construcție ridicare
acacia genul_acacia
șapcă_de_jocheu șapcă_de_baseball
Glen_Gebhard șacalul
sistem_vascular sistem
acum până
lapte lapte_crud
făptură făptură_omenească
călcatul călcatul_apei
lucitor lucios
miezul_iernii toiul
antirachetă sistem
punct terminus_ad_quem
cu sac
Keynes Maynard
Asplenium_ceterach ciutei
pune_capăt punct
modă în
apă_de_la_chiuvetă apă_de_la_robinet
linie țărmului
intra_în_război intra
bazelor management
[se] întovărăși [se] coaliza
influență persuasiune
Hordeum Hordeum_vulgare
o trage_o_fugă
au de
fi face_de_santinelă
ancoră_de_furtună ancoră
doilea văr_de_gradul_al_doilea
Arthur Williams
genul genul_Dicrostonyx
egaliza uniformiza
face_de_santinelă face
Munții_Apenini Munții
lider național
familie_de_pești familie
artificialitate retorism
bucata comerț_cu_amănuntul
dipozitiv dipozitiv_fix_de_iluminat
divinitate dumnezeire
unitatea unitatea_monetară_angoleză
cabană de
foi havană
Republica_Trinidad_Tobago Trinidad
răsufla răsufla_greu
fitonadionă vitamina_K1
familia_Ceratopsidae familia
[se] da henna
pune_în_circulație în
monetară unitatea_monetară_mauritană
program_de_reabilitare program
afaceri_internaționale internaționale
carte persoană_cultivată
Internațională Organizația_Internațională_a_Muncii
laminaj laminat
agent agent_biologic
diavol rău
persecuție prigoană
|se| îmbăta înnebuni
aruncare_cu_zarul zarul
bigotism fanatism_religios
indo proto
acționa instanță
Lacul Lake
import taxă
analist_financiar financiar
face transmite
aeglefinus egrefin
New_York New
communis dulcis
tibia_vara în
etatizare naționalizare
sentimental siropos
de dragoste
prevedere prudență
acid_adenilic acid
popor popor_spaniol
cerceta căuta
Niccolo Niccolo_Machiavelli
în în_atmosferă
catastrofă calamitate
calcret crustă
Richard Ringo
proces_zigomatic proces
arc arc_pneumatic
bufneală bufnet
medicală practică
face_de_gardă strajă
încă și-ncă_cum
instituție organizație_filantropică
burete_de_sârmă burete
catus pisică_domestică
control condiție_de_control
gimnastică sport
electronică procesare_electronică_a_datelor
Lech_Walesa Walesa
licăr scăpărat
Hydrodamalis de
mâncărime simți
Ho holmiu
Channel Islands
viola viola_da_gamba
predare transmitere
basc beretă
achiziție_strategică achiziție
irlandeză unitate_monetară_irlandeză
de întindere_de_pământ
tavalgă taulă
dare debarcare
Islands Parcul_Național_Rezervația_Naturală_Virgin_Islands
Ruta_graveolens graveolens
de solstițiul
cameră_de_hotel de
apoplexie accident_cerebral
Delano Franklin_Delano_Roosevelt
Anthonomus gărgărița
Edwin Herbert
Robert Robert_Tyre_Jones
borî voma
biet sărman
degresat lapte
alcool alcool_de_fermentație
magazioner magaziner
Stan Stan_Laurel
claustrare izolare
entuziasm fervoare
brut profit_brut
barbecue sos_barbecue
Addis_Abeba Abeba
coli_A4 scris
fi împărtăși
Românească țara_Românească
magazin magazin_de_pălării
chiparos de
pat rufărie
secție_de_istorie secție
asociație asociație_familială
dramă dramă_muzicală
astronomic telescop
instrument sculă
opinie_publică publică
ațâțare întărâtare
bobină bobină_cu_reactanță
aurie melasă
fuziune_la_rece la
km/h pe
Organizația O.S.A.
câte puțin_câte_puțin
guvernamentală subvenție
irascibilitate iritabilitate
redactare scriere
frâu slobozi
tapița tapisa
20 Inaugurării
cifră număr
nasului rădăcina_nasului
păr_pubian tufă
avea_grijă controla
eritrocit hematie
paradă uniformă_de_paradă
chițăit chițcăit
Cordia_alliodora alliodora
obține obține_media
familia familia_Caeciliadae
bază temeinică
despotism dictatură
blestem imprecație
irezistibil_de irezistibil
rată_de_uzură rată
spetează scaun_cu_spetează
dezvălui da
amprentele lua_amprentele
iscodi spiona
bandă_audio bandă
ustensilă unealtă
aureomicină clortetraciclină
Krebs tricarboxilic
irealizabil nerealizabil
scoate_fum_pe_nări scoate_fum
legală regulament
mină_terestră mină
Armata Secretă
Cicily_Isabel_Fairfield Dame
descuamație jupuire
Fort_Meade Fort_George_G._Meade
hibridare hibridație
sprinklere sistem
cârpă cârpă_de_praf
încălzire_globală încălzire
ancie de
Podocarpus Podocarpus_totara
Hill de
buretele cu
grădină parc
Jerez_de_la_Frontera Jerez
instrument percuție
de ovăz
Boraginaceae familia_Boraginaceae
în înota_în_stil_craul
Cucurbitacee familia
cantitate_suficientă cantitate
divizion divizie
27 douăzeci_și_șapte
nădușeală zăduf
academie_navală academie
profesiune profesiune_de_credință
Warren_Gamaliel_Harding Warren_Harding
peste părul
Republica Republica_Slovacă
năuc tâmpit
[se] revărsa_zorile [se] revărsa
pietonal trafic_pietonal
bătălia_de_la_Hohenlinden bătălia
fir sta_pe_fir
Hypericum_perforatum sovârf-galben
colora cu
de lup_de_pământ
tubercul tubercul_de_manioc
aproba accepta
precaut prudent
[se] înghionti [se] îmbrânci
maimuță_antropoidă maimuță_fără_coadă
tibia în
merge procesiune
atracție_magnetică forță_magnetică
dota echipa
arme chema
atrițiune abraziune
strugurii uvaursi
Hypericum perforatum
cu vânătoare
poacă scatoalcă
unitate unitate_de_masă
braț_de_fier de
greutate masivitate
orișicând totdeauna
haină_de_blană haină
Adenului din
sămânță_de_in sămânță
limbi limbi_australiene
Beta_vulgaris Beta
consuma distruge
adenozin_difosfat adenozin
andocare îndocare
realitate realitate_virtuală
Hall Martin
apt în_stare
delegație liberă
majoră premisă_majoră
capitalizare vânzare
cuvânt discurs
stat stat_sclavagist
briza briză
comandă tablou_de_comandă
Fundy Golful_Fundy
de ordin_de_interdicție
XXX treizeci
haitiană unitatea_monetară_haitiană
mișcare_de_rotație mișcare_axială
Bonaparte Napoleon
disc tambur_de_frână
azotat_de_potasiu salpetru
consiliu consiliu_mondial
fugări pe
font proporțional
fizică fizică_cuantică
climat climă
denota indica
urcat urcuș
mâncare pentru
dirijare dirijare_inerțială
Amos Komensky
barbarie brutalitate
da_jos răsturna
da_la_gunoi gunoi
utilizare uz
gaz interplanetar
de piesă
proprietate_vizibilă trăsătură
trăgător trăgător_de_sfori
de îngrăditură
artă abstractă
cosmic spațiu_cosmic
om_cu_ziua om
car_funerar car_mortuar
apel telefon_local
bătălia_de_la_Salerno la
plantă plantă_de_apartament
dispersare dispersie
Corsica pentru
videocasetă video
lăsa umflată
membrana membrana_tobei
prosop_de_față prosop_de_mâini
diviziune_celulară diviziune
bate_măr stâlci
cablu de
acușica numaidecât
Rubus_chamaemorus Rubus
maxim maximă
conciliator pacificator
pugilat pugilism
clocot tumult
nămol noroi
acum imediat
estima prognoza
Anas_clypeata clypeata
mic pipernicit
verde în_putere
motor_de_căutare motor
zăngănit zăngăt
perspectivă posibilități
floarea_flamingo paleta_pictorului
triangulație triangulare
America_de_Sud America_Latină
particular specific
de pod_de_bărci
poinsetia steaua
comandă face_comandă
mediu mediu_înconjurător
Austen Muntele
data_greșit data
religioasă sărbătoare_religioasă
marele rechin_alb
cash plăti_cu_bani_lichizi
industrie_a_maselor_plastice maselor
plăcintă_de_noroi plăcintă
baie spălare
Coasta_de_Fildeș de
ținere_de_minte ținere
de epoca
Ring_Lardner Ring
zeitate zeitate_semită
Trichinella_spiralis spiralis
lua prezent
Mt. Tacoma
circular ferăstrău_circular
agitație turbulență
ultima_clipă ultimul_moment
Ceterach_officinarum ciutei
fi mulat
canal cilindru_urinar
corb cormoran
origine proveniență
de grupă
Lynx rufus
mira uimi
bord peste
măsură talie
George George_V
nordică țară
de dobânda
pat turnare
Duke Universitatea
regal tenis
de sistem_monetar
scris tipar
gustului simțul
Ceroxylon_andicola andicola
cotcodăcit cotcodăceală
contaminare_cu_praf contaminare
conducător_de_elefant elefant
Grupul_Salafist_pentru_Rugăciune_și_Luptă Rugăciune
proprietate_vizibilă vizibilă
pirotire picoteală
bufniță pui
chelie pleșuvie
trecere_pentru_pietoni trecere_de_pietoni
lupta_de_la_râul_Metaurus lupta
cerebrală venă_cerebrală
de diavol_de_mare
Charles Charles_Hardin_Holley
repugna |se| dezgusta
colectiv obștesc
extorsiune extorcare
hipertricoză hirsutism
flotă unitate_navală
muzică vocală
grata nedorită
juca juca_o_festă
iarbă lua
Gregor_Mendel Johann_Mendel
bob grăunte_de_orz
cameră_de_tortură de
durere_de_gât faringită
uscate vorbi_verzi_și_uscate
anatemizat blestemat
a fixare
ochi ochi_de_apă
video înregistrare_video
Ruhr Valea_Ruhr
râs rufus
absență short
zi zi_de_manevră
Departamentul_de_apărare_al_SUA apărare
hârâi respira_greu
lăsa_perplex perplex
cardiomiopatie hipertrofică
amendament cincilea
Columbia Republica
paradoxal somn
în_grup în_gașcă
cui_de_siguranță cui_spintecat
Samuel Williams
sărac_lipit_pământului sărac_lipit
lansator lansator_de_rachete
Duncan James
budist budic
de milă_față_de_sine
capul mare
înghețat înlemnit
avantaj superioritate
indica înregistra
theophrasti teișor
câștigare obținere
luxație luxare
departament departament_de_antropologie
polistiren_extrudat polistiren
acidului ciclu_Krebs
acord_în_caz acord
declina refuza
[se] asfixia [se] sufoca
material materie
in preinvasiv
așchie surcică
albus frăsinel
[se] revolta [se] răscula
matematici_aplicate matematică_aplicată
baterie mașină
oleaginos palmier_oleaginos
pâine pentru
cerească mană_cerească
cuvinte joc_de_cuvinte
flux flux_luminos
de subliniere
comitet_director director
etamboul etamboul_cârmei
[se] îndrepta [se] ameliora
emoțională stimulare_emoțională
deschide focul
dig_circulabil rutier
[se] prăbuși [se] izbi
la_o_lungime_de_braț la
prin trimite_prin_mandat
puroia supura
|se| înfrâna |se| abține_de_la_rele
da_deșteptarea scula
încălcarea_patentului încălcarea
plin respect
sodomit sodomist
folosit ușor_de_folosit
Zefir Zephir
pus pus_la_punct
Coeficientul_lui_Kendall t
mânca_tot mânca
cugeta raționa
de măsuri_de_prevenire
sepsis septică
condamnare pedeapsă
macrou rechin-macrou
[se] tăvăli [se] rostogoli
bere fabricant
de deplasare
dorință voie
familia_Caeciliidae familia
Universitatea_din_Carolina_de_Nord Universitatea
cuvânt cu_adevărat
de sistem
devia juca
cuvânt cuvânt_telescopat
buimăci ceață
actinică radiație_actinică
antimoniu stibiu
cu saltea_cu_apă
îndărăt în
casă pietate
Grass Gunter_Grass
cu sublinia
falsitate ipocrizie
noapte în
flexibil îndoibil
registru răsuflătoare
avion_de_luptă de
Andres_Martinez Ilich_Sanchez
Hudson William
face_aluzie sugera
[se] hazarda [se] expune
Primul Război
retragere singurătate
dibăcie viclenie
vezică vezică_biliară
satelit satelit_artificial
spălatul_vaselor spălatul
Galveston Goful
pune_în_evidență pune
arte_și_meserii meserii
jigărit uscat
[se] lumina ziuă
bătălia_de_la_Soissons-Reims bătălia
cedare cesionare
Alca Alca_torda
grămadă grămadă_ordonată
sistem sistem_auditiv
mări_presiunea mări
vâlvătaie văpaie
nerv_trigemen trigemen
anestezia anestezia_cu_cloroform
limită_extremă limită
rit religie
cambulă cambulă_cu_coadă_galbenă
degete în
departament_de_resurse_umane serviciu
informație știre
atac bombă
așezare dispunere
cu_vitejie vitejie
dietă dietă_echilibrată
Agenția Agenția_Internațională_pentru_Energie_Atomică
mărturisi spune
Provence Provența
unitatea unitatea_monetară_laosiană
flaut flaut_piccolo
Banca_Națională bancă
hazna latrină
renaștere reînflorire
baston cauciuc
pălălaie pară
rhythm rhythm_and_blues
călăuzire divină
a lungimii
John Jones
expresie reflectare
calorifer calorifer_electric
file piper
[se] lăuda aere
respirat spațiu_de_respirat
dobândă_de_referință de
centru_de_afaceri de
aranjament învoială
râde_cu_hohote râde_în_hohote
parentală părinte-copil
barbă da_din_barbă
fermitate hotărâre
ablațiune excizie
Vladimir_Ilich_Lenin Vladimir
Carl_Gustav_Jung Carl
ghimbir officinale
proces proces_de_pace
dereglare psihoză
ancoră_de_salvare de
tălmăci tâlcui
aterizare_forțată aterizare_de_urgență
mină mină_de_aur
de olandă
Cryptomeria japonez
cantitate_precisă precisă
filtru_de_gaz filtru
harakiri seppuku
batoză treierătoare
Catalina Santa
cancelar premier
stație tiruri
arhitect_peisagist peisagist
pășunare pășunat
astronomică unitate_astronomică
comite face
cel_mai_mic_multiplu_comun comun
admirație considerație
ardere cu
Nikolai Ulyanov
Insula Insula_Wight
tură tură_de_zi
curentă rampă
deveni deveni_clar
Lupinus lupin_alb
da pârî
asociație_profesională asociație
tisanopteră thysanopteră
Judecata_de_Apoi sfârșitul
orice prin
afaceri externe
boxer_profesionist profesionist
Harakat_al-Jihad_al-Islami_al-Filastini al-Islami
școală_de_asistenți școală
pat_de_spital pat
formație trupă
navă navă_spațială
șorecar șorecar_roșcat
Parcul_Național_Redwood Redwood
de firmă_de_mobilă
oțel tablă_de_oțel_pentru_cazane
resurse_umane umane
Trecătoarea_Donner Trecătoarea
cu cu_adevăr
doișpe doisprezece
George George_Orson_Welles
boală pensie
nivel proces
comisie_a_Consiliului_Economic_și_Social comisie
detecta prinde
rachete tragere
bătălia_de_pe_Marna bătălia_de_la_Marna
frizer scaun_de_frizer
dezacord discordanță
chibzuială precauție
acțiune cauză
hiperlipidemie hiperlipemie
proto_indo_europeană proto
forță_pe_secundă forță
familia familia_cariofiliacee
foc și
Câmpia Nullarbor
serviciu_militar stagiu_militar
bilunar bimensual
Sierra Sierra_Madre_Oriental
Statelor S.U.A.
scut scut_termic
baltică stat_baltic
număr prim
cu_severitate cu
acționa_în_instanță da_în_judecată
degetul_mic degetul
cambodgiană monetară
atenuare îndulcire
de_facto facto
incapabil neputincios
hormon_steroid steroid
lună_de_lună lună
puternic vânjos
virusul_imunodeficienței_umane virusul
haină nasture_de_haină
forma_crustă face_crustă
afirmație afirmație_incorectă
cunoștințe_publice cunoștințe_generale
cheltuieli_de_deplasare cheltuieli
da pune_în_circulație
special voit
pe sus
caramelizat măr_caramelizat
relație_sexuală sexual
cerebrală emisferă_cerebrală
duce_pe_bicicletă pe
ieși ieși_din_emisie
teren teren_sigur
de expunere
da da_un_semnal
impresionat înduioșat
compromite discredita
observație turn
corupere la
Springs Saratoga_Springs
persuasiune înrâurire
prăjitor prăjitor_de_pâine
genul genul_Gnetum
bisericesc prebendă
stereofonic sistem_stereo
a săracilor
jignire ofensă
bronhiolită bronșiolită
hulub porumbaș
argilă_refractară refractară
fânărie fânar
Ziua Ziua_Națională_a_Americii
flatare măgulire
destrăbălat vicios
dinte dinte_veninos
calviție chelie
credit_bancar împrumut
spațiu spre_spațiu
proprietate_vizibilă trăsătură_vizibilă
unitate_monetară_uzbecă unitate
John_Mercer John
ecuație ecuație_de_gradul_4
mareea maree
Whitney_Moore_Young_Jr. Young
două scrie_la_două_rânduri
Allium_porrum Allium
balsam parfum
Shangri-la făgăduinței
centru centru_de_conferințe
de scoate
fără_greșeală fără
Newton teoria
metacarpului os
capacitate_de_reacție capacitate_de_răspuns
exercițiu_isometric exercițiu
rector spiritus
ghicire_a_viitorului profețire
interpolație interpolare
purta_sâmbetele pică
cameră dormitor
da pornirea
acuza dur
[se] înțelege acord
umflat în
Jacquinia Jacquinia_keyensis
centru centru_respirator
militar marțial
de echinocțiul
vaporizare volatilizare
ceas în
grav profund
memoriza memora
22 calibrul_.22
zumzet zumzăială
Harriman William
S.U.A. poșta
National_Baseball_Hall_of_Fame of
aparat_de_emisie-recepție aparat
big band
Cruciferae familia_crucifere
